country,date,total_cases,total_deaths,death_rate,people_vaccinated_per_hundred
Afghanistan,2022-09-16,196870,7792,3.957941788997816,
Afghanistan,2022-09-17,197023,7794,3.9558833232668267,
Afghanistan,2022-09-18,197082,7794,3.9546990592748195,
Afghanistan,2022-09-19,197333,7796,3.9506823491255902,26.79721
Afghanistan,2022-09-20,197476,7796,3.947821507423687,
Afghanistan,2022-09-21,197608,7796,3.9451844054896568,
Afghanistan,2022-09-22,197866,7796,3.9400402292460557,
Afghanistan,2022-09-23,198023,7796,3.9369164187998367,
Afghanistan,2022-09-24,198216,7796,3.9330831012632683,
Afghanistan,2022-09-25,198283,7796,3.931754109025988,
Afghanistan,2022-09-26,198455,7797,3.9288503691013075,26.905432
Afghanistan,2022-09-27,198583,7798,3.926821530543904,
Afghanistan,2022-09-28,198750,7798,3.923522012578616,26.934105
Afghanistan,2022-09-29,198876,7799,3.921539049457954,
Afghanistan,2022-09-30,199067,7799,3.9177764270321047,
Afghanistan,2022-10-01,199202,7799,3.9151213341231514,
Afghanistan,2022-10-02,199272,7799,3.913746035569473,
Afghanistan,2022-10-03,199344,7800,3.9128340958343366,
Afghanistan,2022-10-04,199591,7803,3.9094949171054805,27.013195
Afghanistan,2022-10-05,199759,7804,3.9067075826370776,
Afghanistan,2022-10-06,199882,7804,3.904303539088062,
Afghanistan,2022-10-07,199994,7804,3.9021170635119056,
Afghanistan,2022-10-08,200121,7804,3.899640717365994,
Afghanistan,2022-10-09,200199,7804,3.8981213692376087,
Afghanistan,2022-10-10,200412,7806,3.8949763487216336,
Afghanistan,2022-10-11,200504,7807,3.893687906475681,27.076202
Afghanistan,2022-10-12,200674,7807,3.890389387763238,
Afghanistan,2022-10-13,200779,7807,3.8883548578287566,
Afghanistan,2022-10-14,200846,7809,3.888053533553071,
Afghanistan,2022-10-15,201047,7810,3.8846637850850794,
Afghanistan,2022-10-16,201096,7811,3.8842145045152563,27.138142
Afghanistan,2022-10-17,201236,7811,3.8815122542686202,
Afghanistan,2022-10-18,201385,7811,3.8786404151252576,
Afghanistan,2022-10-19,201557,7812,3.875826689224388,
Afghanistan,2022-10-20,201750,7813,3.872614622057001,
Afghanistan,2022-10-21,201894,7818,3.872329043953758,
Afghanistan,2022-10-22,201894,7818,3.872329043953758,
Afghanistan,2022-10-23,202029,7818,3.8697414727588613,
Afghanistan,2022-10-24,202149,7818,3.867444310879599,27.316246
Afghanistan,2022-10-25,202240,7819,3.866198575949367,
Afghanistan,2022-10-26,202399,7820,3.863655452843146,
Afghanistan,2022-10-27,202537,7820,3.8610229242064413,
Afghanistan,2022-10-28,202702,7820,3.8578800406508074,
Afghanistan,2022-10-29,202769,7821,3.857098471659869,
Afghanistan,2022-10-30,202834,7821,3.8558624293757457,
Afghanistan,2022-10-31,202993,7821,3.852842216234057,
Afghanistan,2022-11-01,203063,7822,3.852006520143995,27.429663
Afghanistan,2022-11-02,203167,7823,3.8505269064365772,27.51606
Afghanistan,2022-11-03,203311,7823,3.847799676357895,
Afghanistan,2022-11-04,203460,7825,3.8459648088076284,
Afghanistan,2022-11-05,203552,7825,3.8442265367080646,
Afghanistan,2022-11-06,203618,7826,3.843471598778104,
Afghanistan,2022-11-07,203732,7826,3.8413209510533446,
Afghanistan,2022-11-08,203890,7828,3.83932512629359,27.59265
Afghanistan,2022-11-09,203968,7829,3.838347191716348,
Afghanistan,2022-11-10,204173,7829,3.8344932973507757,
Afghanistan,2022-11-11,204342,7829,3.8313219993931744,
Afghanistan,2022-11-12,204400,7829,3.830234833659491,
Afghanistan,2022-11-13,204431,7829,3.829654015291223,
Afghanistan,2022-11-14,204512,7829,3.8281372242215617,
Afghanistan,2022-11-15,204610,7829,3.8263036997214215,27.657425
Afghanistan,2022-11-16,204719,7830,3.824754907946991,27.691269
Afghanistan,2022-11-17,204835,7830,3.822588913027559,
Afghanistan,2022-11-18,204934,7830,3.820742287760938,
Afghanistan,2022-11-19,204967,7830,3.820127142418048,
Afghanistan,2022-11-20,205012,7831,3.819776403332488,
Afghanistan,2022-11-21,205067,7831,3.818751920104161,
